지역,아파트,면적,층,가격
경기도 평택시 세교동,태영청솔,59.915,1,12000
경기도 평택시 세교동,태영청솔,59.915,9,13000
경기도 평택시 세교동,힐스테이트평택3차(3-1블록),84.87,15,34000
경기도 평택시 소사동,평택소사에스케이뷰,84.993,12,21500
경기도 평택시 소사동,평택소사에스케이뷰,84.993,4,21200
경기도 평택시 소사동,평택소사에스케이뷰,84.993,5,20800
경기도 평택시 소사동,평택효성해링턴플레이스1단지,84.772,15,30872
경기도 평택시 소사동,평택효성해링턴플레이스2단지,72.768,28,24930
경기도 평택시 신장동,한도,44.98,4,6000
경기도 평택시 신장동,힐탑 포레스트,33.74,13,8000
경기도 평택시 안중읍 금곡리,우림,49.973,12,8700
경기도 평택시 안중읍 금곡리,우림,39.84,5,6000
경기도 평택시 안중읍 금곡리,우림,59.76,16,9000
경기도 평택시 안중읍 금곡리,우림,49.973,12,6900
경기도 평택시 안중읍 금곡리,우림,39.84,6,5800
경기도 평택시 안중읍 송담리,송담 지엔하임2차,74.8585,13,27900
경기도 평택시 안중읍 송담리,신창,59.925,14,11800
경기도 평택시 안중읍 송담리,힐스테이트 송담,59.87,15,21600
경기도 평택시 안중읍 송담리,힐스테이트 송담,59.87,4,21000
경기도 평택시 안중읍 송담리,힐스테이트 송담,59.86,15,23000
경기도 평택시 안중읍 현화리,건영캐스빌,84.95,1,16000
경기도 평택시 안중읍 현화리,건영캐스빌,84.95,8,16500
경기도 평택시 안중읍 현화리,늘푸른사랑마을,59.87,10,11900
경기도 평택시 안중읍 현화리,늘푸른사랑마을,59.87,11,12000
경기도 평택시 안중읍 현화리,늘푸른사랑마을,59.755,2,10150
경기도 평택시 안중읍 현화리,늘푸른사랑마을,59.87,1,10300
경기도 평택시 안중읍 현화리,동신아름마을,84.6339,19,18500
경기도 평택시 안중읍 현화리,동신아름마을,84.6339,6,18150
경기도 평택시 안중읍 현화리,동신행복마을,84.963,8,17600
경기도 평택시 안중읍 현화리,동신행복마을,84.963,5,15800
경기도 평택시 안중읍 현화리,동신행복마을,84.963,1,17000
경기도 평택시 안중읍 현화리,서광미소마을,84.93,1,16000
경기도 평택시 안중읍 현화리,서광미소마을,84.567,4,17400
경기도 평택시 안중읍 현화리,성원,59.5159,8,13000
경기도 평택시 안중읍 현화리,성원,59.5159,6,13700
경기도 평택시 안중읍 현화리,안중우림필유골드154,128.2576,15,29500
경기도 평택시 안중읍 현화리,우림루미아트,84.942,13,20000
경기도 평택시 안중읍 현화리,우림루미아트,84.942,17,20500
경기도 평택시 안중읍 현화리,우림루미아트,84.942,7,19300
경기도 평택시 안중읍 현화리,우림루미아트,118.866,10,25700
경기도 평택시 안중읍 현화리,우림루미아트,118.866,9,26100
경기도 평택시 안중읍 현화리,우림루미아트,118.866,14,25700
경기도 평택시 안중읍 현화리,현대(824-5),84.726,8,16500
경기도 평택시 안중읍 현화리,현대(824-5),84.726,6,16300
경기도 평택시 안중읍 현화리,현대(824-5),84.726,6,16800
경기도 평택시 용이동,e편한세상 평택용이 1단지,84.98,2,25500
경기도 평택시 용이동,e편한세상 평택용이 1단지,84.91,17,28900
경기도 평택시 용이동,e편한세상 평택용이 2단지,84.91,3,25000
경기도 평택시 용이동,e편한세상평택,59.9346,7,20200
경기도 평택시 용이동,비전아이파크평택,84.94,20,32800
경기도 평택시 용이동,비전아이파크평택,84.99,19,31000
경기도 평택시 용이동,비전아이파크평택,75.97,19,31000
경기도 평택시 용이동,비전아이파크평택,75.97,17,28000
경기도 평택시 용이동,비전아이파크평택,84.94,15,34300
경기도 평택시 용이동,신영평택비전지웰푸르지오,84.9167,3,34500
경기도 평택시 용이동,신영평택비전지웰푸르지오,74.9404,2,29000
경기도 평택시 용이동,용이반도유보라,124.5923,11,35500
경기도 평택시 용이동,용이반도유보라,84.8161,16,26900
경기도 평택시 용이동,평택 용이2차 푸르지오,84.8461,1,21200
경기도 평택시 용이동,평택 용이2차 푸르지오,100.0633,9,29300
경기도 평택시 용이동,평택비전레이크푸르지오,84.103,12,38000
경기도 평택시 용이동,평택비전센트럴 푸르지오,84.7024,14,33400
경기도 평택시 용이동,평택비전센트럴 푸르지오,84.536,4,29915
경기도 평택시 용이동,평택비전에듀포레푸르지오,84.955,9,36000
경기도 평택시 용이동,평택비전에듀포레푸르지오,84.9274,12,34400
경기도 평택시 용이동,평택비전에듀포레푸르지오,97.9538,25,40700
경기도 평택시 용이동,평택비전에듀포레푸르지오,73.4816,16,30900
경기도 평택시 용이동,평택비전에듀포레푸르지오,97.9538,7,40500
경기도 평택시 용이동,평택비전에듀포레푸르지오,84.955,24,36000
경기도 평택시 용이동,평택용이금호어울림 1단지,84.9967,17,25200
경기도 평택시 용이동,평택용이금호어울림 1단지,84.9986,12,25700
경기도 평택시 용이동,평택용이금호어울림 1단지,84.9986,6,26000
경기도 평택시 용이동,평택용이금호어울림 1단지,67.5496,6,21000
경기도 평택시 용이동,평택용이금호어울림 2단지,84.9967,15,25500
경기도 평택시 용이동,푸르지오1차,124.3273,6,25700
경기도 평택시 이충동,건영아파트,99.96,4,20600
경기도 평택시 이충동,미주3(이충),71.53,5,16000
경기도 평택시 이충동,미주3(이충),71.53,7,16500
경기도 평택시 이충동,미주3(이충),84.97,6,16500
경기도 평택시 이충동,부영2,49.98,7,12000
경기도 평택시 이충동,부영2,59.94,8,11500
경기도 평택시 이충동,서정스마트빌듀오2차,20.572,7,7000
경기도 평택시 이충동,이충이-편한세상,101.896,1,27000
경기도 평택시 이충동,이충이-편한세상,120.393,3,30000
경기도 평택시 이충동,현대(이충),71.509,10,17900
경기도 평택시 이충동,현대(이충),71.509,12,15000
경기도 평택시 이충동,현대(이충),71.397,5,17300
경기도 평택시 이충동,휴먼시아추담마을,75.63,2,20100
경기도 평택시 장당동,우미이노스빌2차,84.9131,15,22450
경기도 평택시 장당동,우미이노스빌2차,84.9131,2,19300
경기도 평택시 장당동,우미이노스빌2차,84.9131,5,21700
경기도 평택시 장당동,제일하이빌1차,59.8748,18,20000
경기도 평택시 장당동,제일하이빌1차,59.8748,4,18300
경기도 평택시 장당동,제일하이빌1차,59.8748,2,20250
경기도 평택시 장당동,한국아델리움,84.9394,7,22500
경기도 평택시 장당동,한국아델리움,84.9394,16,21500
경기도 평택시 장당동,효명,75.96,11,13000
경기도 평택시 장안동,평택장안마을코오롱하늘채,84.9448,2,21900
경기도 평택시 장안동,평택장안마을코오롱하늘채,114.3132,4,30300
경기도 평택시 장안동,평택장안마을코오롱하늘채,84.9448,4,23950
경기도 평택시 장안동,평택장안마을코오롱하늘채,114.3132,4,31000
경기도 평택시 장안동,평택장안마을코오롱하늘채,67.6623,15,20700
경기도 평택시 장안동,평택장안마을코오롱하늘채,84.8797,11,23000
경기도 평택시 죽백동,소사벌더샵마스터뷰,89.8327,3,33800
경기도 평택시 죽백동,소사벌더샵마스터뷰,99.6137,22,43650
경기도 평택시 죽백동,소사벌더샵마스터뷰,99.6137,17,42500
경기도 평택시 죽백동,우미린레이크파크,84.9866,15,28300
경기도 평택시 죽백동,평택소사벌 반도유보라 아이비파크,84.8976,14,25900
경기도 평택시 죽백동,평택소사벌 반도유보라 아이비파크,74.9327,12,24650
경기도 평택시 죽백동,평택소사벌 반도유보라 아이비파크,84.8976,6,26000
경기도 평택시 죽백동,평택소사벌 호반베르디움,84.2227,12,34750
경기도 평택시 죽백동,평택소사벌 호반베르디움,84.2227,7,31500
경기도 평택시 죽백동,평택소사벌 호반베르디움,84.2227,18,33000
경기도 평택시 죽백동,평택소사벌중흥에스-클래스에코시티,84.9939,20,30500
경기도 평택시 죽백동,평택소사벌중흥에스-클래스에코시티,84.9939,9,29000
경기도 평택시 죽백동,평택소사벌중흥에스-클래스에코시티,84.9939,20,29400
경기도 평택시 죽백동,평택소사벌중흥에스-클래스에코시티,84.9939,12,28700
경기도 평택시 죽백동,평택소사벌중흥에스-클래스에코시티,84.9939,21,29400
경기도 평택시 죽백동,평택소사벌중흥에스-클래스에코시티,84.9939,23,30400
경기도 평택시 죽백동,평택소사벌중흥에스-클래스에코시티,84.9939,10,30500
경기도 평택시 죽백동,평택소사벌중흥에스-클래스에코시티,84.9939,1,27900
경기도 평택시 죽백동,평택소사벌중흥에스-클래스에코시티,84.9939,5,28000
경기도 평택시 지산동,건영(지산),53.58,5,10200
경기도 평택시 지산동,건영(지산),53.58,4,11950
경기도 평택시 지산동,미주2(지산1134),53.92,6,9300
경기도 평택시 지산동,미주2(지산1134),59.85,10,11200
경기도 평택시 지산동,아주,59.95,5,12000
경기도 평택시 지산동,아주,59.95,5,12500
경기도 평택시 지산동,장미,49.95,7,8800
경기도 평택시 지산동,장미,49.95,3,9550
경기도 평택시 지산동,지산코아루,160.9074,4,40000
경기도 평택시 지산동,지산코아루,160.9074,4,38000
경기도 평택시 지산동,케이씨씨스위첸,114.7974,8,28800
경기도 평택시 지산동,현대(지산),50.46,7,8000
경기도 평택시 진위면 가곡리,화영그린,54.27,5,8300
경기도 평택시 진위면 가곡리,화영그린,59.88,2,8300
경기도 평택시 진위면 갈곶리,한일,59.94,9,9000
경기도 평택시 진위면 갈곶리,한일,59.94,2,9000
경기도 평택시 진위면 견산리,청도,43.03,6,5500
경기도 평택시 진위면 견산리,청도,43.03,2,5100
경기도 평택시 진위면 견산리,한승,44.46,12,9500
경기도 평택시 청북읍 옥길리,부영사랑으로 1단지,59.9605,14,12500
경기도 평택시 청북읍 옥길리,부영사랑으로 1단지,59.9605,9,11500
경기도 평택시 청북읍 옥길리,부영사랑으로 1단지,59.9605,14,11400
경기도 평택시 청북읍 옥길리,부영사랑으로 1단지,59.9605,13,13000
경기도 평택시 청북읍 옥길리,부영사랑으로 1단지,59.9605,11,11700
경기도 평택시 청북읍 옥길리,부영사랑으로 2단지,59.9605,19,11300
경기도 평택시 청북읍 옥길리,부영사랑으로 2단지,59.9605,15,11700
경기도 평택시 청북읍 옥길리,부영사랑으로 2단지,59.9605,3,11600
경기도 평택시 청북읍 옥길리,부영사랑으로 2단지,59.9605,5,13000
경기도 평택시 청북읍 옥길리,유승한내들,132.6639,15,25900
경기도 평택시 청북읍 옥길리,유승한내들,132.6639,6,26000
경기도 평택시 청북읍 옥길리,유승한내들퍼스트뷰,84.9827,7,22000
경기도 평택시 청북읍 옥길리,유승한내들퍼스트뷰,84.9827,14,22300
경기도 평택시 청북읍 옥길리,평택 청북 이안아파트,84.9742,2,17800
경기도 평택시 청북읍 옥길리,평택 청북 이안아파트,84.9742,2,17040
경기도 평택시 청북읍 옥길리,평택청북한양수자인,84.9898,12,20400
경기도 평택시 통복동,꿈의도시두드림,19.01,13,8100
경기도 평택시 통복동,삼성,84.87,13,16500
경기도 평택시 통복동,삼성,76.26,13,13500
경기도 평택시 통복동,신명보람,59.97,13,12000
경기도 평택시 팽성읍 송화리,늘푸른오스카빌,164.7889,13,48500
경기도 평택시 팽성읍 송화리,늘푸른오스카빌,179.6433,9,44000
경기도 평택시 팽성읍 송화리,대원,59.97,9,12000
경기도 평택시 팽성읍 송화리,서경,62.55,3,7000
경기도 평택시 팽성읍 송화리,송화지구우미이노스빌,80.9879,5,15500
경기도 평택시 팽성읍 송화리,송화지구우미이노스빌,84.5344,2,16400
경기도 평택시 팽성읍 송화리,송화지구우미이노스빌,80.9879,6,16500
경기도 평택시 팽성읍 송화리,송화지구우미이노스빌,84.5344,9,17500
경기도 평택시 팽성읍 안정리,주공,39.27,4,6800
경기도 평택시 팽성읍 안정리,주공,39.27,5,6800
경기도 평택시 팽성읍 안정리,주공,39.66,2,7300
경기도 평택시 팽성읍 안정리,주공,46.65,1,8500
경기도 평택시 팽성읍 안정리,평택브라운스톤험프리스,84.961,5,26400
경기도 평택시 팽성읍 안정리,평택브라운스톤험프리스,84.961,7,26500
경기도 평택시 팽성읍 안정리,평택브라운스톤험프리스,113.3007,8,37000
경기도 평택시 팽성읍 안정리,평택브라운스톤험프리스,113.3007,4,35500
경기도 평택시 팽성읍 안정리,평택브라운스톤험프리스,146.4005,8,47000
경기도 평택시 팽성읍 안정리,평택브라운스톤험프리스,127.5684,13,45000
경기도 평택시 팽성읍 안정리,평택브라운스톤험프리스,84.961,4,26500
경기도 평택시 팽성읍 평궁리,성두,59.81,1,6100
경기도 평택시 평택동,롯데인벤스스카이,141.289,6,45500
경기도 평택시 평택동,베스트빌,25.2,12,9500
경기도 평택시 평택동,성신,41.7,3,7000
경기도 평택시 평택동,세문,58.59,1,8300
경기도 평택시 평택동,평택역코아루두드림,22.52,6,13400
경기도 평택시 평택동,평택역코아루두드림,21.9,9,13400
경기도 평택시 포승읍 내기리,명지미래힐1단지,83.456,14,13000
경기도 평택시 포승읍 내기리,명지미래힐1단지,83.456,15,12000
경기도 평택시 포승읍 도곡리,모아미래도1차,59.9717,3,11700
경기도 평택시 포승읍 도곡리,포승삼부르네상스1단지,41.1865,8,10000
경기도 평택시 포승읍 도곡리,포승삼부르네상스1단지,59.9642,12,10900
경기도 평택시 포승읍 도곡리,포승삼부르네상스1단지,41.1865,7,10000
경기도 평택시 포승읍 만호리,SR친오애,55.2406,2,10000
경기도 평택시 포승읍 만호리,SR친오애,55.2406,2,9550
경기도 평택시 포승읍 방림리,반도보라빌,84.96,1,11800
경기도 평택시 포승읍 방림리,반도보라빌,84.96,7,14000
경기도 평택시 포승읍 석정리,한라파인빌,49.94,9,5000
경기도 평택시 포승읍 석정리,한라파인빌,49.94,2,4500
경기도 평택시 합정동,주공,39.69,4,10000
경기도 평택시 합정동,주공,39.3,4,10400
경기도 평택시 합정동,주공,46.68,5,11800
경기도 평택시 합정동,주공,46.68,2,12800
경기도 평택시 합정동,주공,39.3,2,10200
경기도 평택시 합정동,주공4,40,1,11060
경기도 평택시 합정동,주공4,39.61,2,13400
경기도 평택시 합정동,주공4,39.61,2,12000
경기도 평택시 합정동,참이슬,84.9249,10,16000
경기도 평택시 합정동,참이슬,84.9249,13,17500
경기도 평택시 합정동,참이슬,59.9838,11,14500
경기도 평택시 합정동,참이슬,84.9249,7,16000
경기도 평택시 합정동,참이슬,84.9249,6,15400
경기도 평택시 현덕면 인광리,"한일(A,B)",59.61,1,3800
경기도 포천시 군내면 구읍리,포천2차아이파크,84.8028,10,30900
경기도 포천시 군내면 구읍리,포천2차아이파크,84.8028,1,31900
경기도 포천시 군내면 구읍리,포천아이파크,74.8623,14,24400
경기도 포천시 선단동,세창선단마을,81.43,5,15200
경기도 포천시 선단동,세창선단마을,81.43,1,15500
경기도 포천시 선단동,세창선단마을,81.43,6,15000
경기도 포천시 소흘읍 송우리,석향마을대방노블랜드,110.25,14,28500
경기도 포천시 소흘읍 송우리,석향마을대방노블랜드,84.96,19,22000
경기도 포천시 소흘읍 송우리,석향마을대방노블랜드,131.94,9,28800
경기도 포천시 소흘읍 송우리,송천마을,84.86,10,20500
경기도 포천시 소흘읍 송우리,송천마을,84.03,11,21300
경기도 포천시 소흘읍 송우리,송천마을,75.99,12,19000
경기도 포천시 소흘읍 송우리,영화,122.16,6,28000
경기도 포천시 소흘읍 송우리,원일산호,82.05,13,14500
경기도 포천시 소흘읍 송우리,원일산호,59.4,4,10800
경기도 포천시 소흘읍 송우리,원일산호,59.4,11,9800
경기도 포천시 소흘읍 송우리,원일산호2,59.95,5,13000
경기도 포천시 소흘읍 송우리,전원우정아파트,84.972,1,14700
경기도 포천시 소흘읍 송우리,태봉마을,59.06,10,15000
경기도 포천시 소흘읍 송우리,태봉마을,75.79,16,17500
경기도 포천시 소흘읍 송우리,태봉마을,51.72,9,14400
경기도 포천시 소흘읍 송우리,태봉마을,84.87,4,19400
경기도 포천시 소흘읍 송우리,태봉마을,75.79,8,17000
경기도 포천시 소흘읍 송우리,태봉마을,84.87,20,19700
경기도 포천시 소흘읍 송우리,태봉마을,84.87,15,20200
경기도 포천시 소흘읍 송우리,태봉마을,84.87,4,20100
경기도 포천시 소흘읍 송우리,태봉마을,59.36,14,15500
경기도 포천시 소흘읍 송우리,태봉마을,84.88,15,18000
경기도 포천시 소흘읍 송우리,태봉마을,59.36,9,15500
경기도 포천시 소흘읍 송우리,한국개나리,59.31,8,11500
경기도 포천시 소흘읍 이동교리,대방,80.334,3,16100
경기도 포천시 소흘읍 초가팔리,상운,50.16,2,8300
경기도 포천시 소흘읍 초가팔리,상운,50.16,12,8500
경기도 포천시 신북면 가채리,거산,49.38,6,2700
경기도 포천시 신북면 가채리,골든주택,84.992,3,9000
경기도 포천시 신북면 가채리,포미재,66.3141,7,9000
경기도 포천시 신북면 기지리,산호,59.5906,9,8100
경기도 포천시 신북면 기지리,신포천,50.67,11,4500
경기도 포천시 신북면 기지리,후레쉬빌,53.008,10,7000
경기도 포천시 신북면 기지리,후레쉬빌,49.968,4,6200
경기도 포천시 신북면 기지리,후레쉬빌,49.968,10,6200
경기도 포천시 신읍동,극동의푸른별2단지,84.9413,3,17800
경기도 포천시 신읍동,백자타운빌,58.99,4,13900
경기도 포천시 신읍동,백자타운빌,58.99,11,15200
경기도 포천시 신읍동,은하,46.92,5,4000
경기도 포천시 신읍동,일신,39.95,14,6800
경기도 포천시 신읍동,포천극동2차스타클래스,84.9645,7,20700
경기도 포천시 신읍동,한국,59.28,12,7500
경기도 포천시 신읍동,한국,69.84,1,8120
경기도 포천시 신읍동,한신,84.98,15,13600
경기도 포천시 신읍동,현대,84.97,5,13200
경기도 포천시 영북면 운천리,동영,59.99,4,4300
경기도 포천시 일동면 기산리,일동기산베스트빌,74.954,9,16000
경기도 하남시 감이동,하남감일스윗시티12단지,84.92,15,59350
경기도 하남시 감이동,하남감일스윗시티12단지,84.92,23,60000
경기도 하남시 감이동,하남감일스윗시티12단지,84.92,10,61500
경기도 하남시 감이동,하남감일스윗시티12단지,84.87,9,56507
경기도 하남시 감이동,하남감일스윗시티12단지,84.87,25,55000
경기도 하남시 감이동,하남감일스윗시티12단지,84.87,12,60500
경기도 하남시 감이동,하남감일스윗시티12단지,84.87,28,58500
경기도 하남시 감이동,하남감일스윗시티12단지,84.87,10,62500
경기도 하남시 덕풍동,덕풍쌍용,84.97,10,34950
경기도 하남시 덕풍동,덕풍쌍용,84.97,7,36000
경기도 하남시 덕풍동,덕풍쌍용,59.8,13,29500
경기도 하남시 덕풍동,덕풍쌍용,59.8,5,29000
경기도 하남시 덕풍동,덕풍쌍용,59.8,6,29500
경기도 하남시 덕풍동,덕풍쌍용,114.98,3,42500
경기도 하남시 덕풍동,덕풍쌍용,59.8,21,29500
경기도 하남시 덕풍동,덕풍현대,84.81,13,35000
경기도 하남시 덕풍동,덕풍현대,84.81,4,33000
경기도 하남시 덕풍동,덕풍현대,84.81,6,35900
경기도 하남시 덕풍동,덕풍현대,84.81,17,35800
경기도 하남시 덕풍동,동원베네스트,84.96,5,58000
경기도 하남시 덕풍동,벽산블루밍,84.96,18,49800
경기도 하남시 덕풍동,벽산블루밍,59.91,15,45000
경기도 하남시 덕풍동,서해,59.04,10,25250
경기도 하남시 덕풍동,서해,84.935,13,34500
경기도 하남시 덕풍동,이룸스위트,59.47,8,20000
경기도 하남시 덕풍동,풍산삼부르네상스,101.99,10,75800
경기도 하남시 덕풍동,풍산삼부르네상스,101.99,4,68500
경기도 하남시 덕풍동,풍산삼부르네상스,101.99,5,69700
경기도 하남시 덕풍동,풍산삼부르네상스,101.99,3,75000
경기도 하남시 덕풍동,하남 덕풍역 파크 어울림,59.9634,10,38000
경기도 하남시 덕풍동,하남 덕풍역 파크 어울림,59.9926,9,40000
경기도 하남시 덕풍동,하남 덕풍역 파크 어울림,59.9634,6,40500
경기도 하남시 덕풍동,하남더샵센트럴뷰,84.941,18,66700
경기도 하남시 덕풍동,하남더샵센트럴뷰,84.649,5,65500
경기도 하남시 덕풍동,하남자이,84.99,3,45000
경기도 하남시 덕풍동,하남자이,84.99,14,45000
경기도 하남시 덕풍동,하남자이,125.07,7,50000
경기도 하남시 덕풍동,하남자이,59.99,12,39000
경기도 하남시 덕풍동,하남풍산아이파크(1단지),84.969,8,60000
경기도 하남시 덕풍동,하남풍산아이파크(1단지),84.962,12,62500
경기도 하남시 덕풍동,하남풍산아이파크(1단지),84.969,6,61700
경기도 하남시 덕풍동,하남풍산아이파크(1단지),84.969,4,61000
경기도 하남시 덕풍동,하남풍산아이파크(1단지),84.966,13,63750
경기도 하남시 덕풍동,하남한솔솔파크,84.99,14,48000
경기도 하남시 덕풍동,하남한솔솔파크,84.99,3,46800
경기도 하남시 덕풍동,한솔리치빌(1단지),84.8049,7,36000
경기도 하남시 덕풍동,한솔리치빌(1단지),84.8049,17,36000
경기도 하남시 덕풍동,한솔리치빌(1단지),84.8049,20,37500
경기도 하남시 덕풍동,한솔리치빌(1단지),84.8049,21,37800
경기도 하남시 덕풍동,한솔리치빌(1단지),84.8049,14,37500
경기도 하남시 덕풍동,한솔리치빌(1단지),84.8049,7,37000
경기도 하남시 덕풍동,한솔리치빌(1단지),84.8049,6,38000
경기도 하남시 덕풍동,한솔리치빌(1단지),84.8049,22,37500
경기도 하남시 덕풍동,한솔리치빌(1단지),84.8049,18,37800
경기도 하남시 덕풍동,한솔리치빌(2단지),84.4322,16,35000
경기도 하남시 덕풍동,한솔리치빌(2단지),84.4322,8,39000
경기도 하남시 덕풍동,한솔리치빌(2단지),84.4322,12,38080
경기도 하남시 덕풍동,한솔리치빌(2단지),84.4322,16,42000
경기도 하남시 덕풍동,한솔리치빌(3단지),84.99,13,40500
경기도 하남시 덕풍동,한솔리치빌(3단지),84.99,16,41800
경기도 하남시 덕풍동,한솔리치빌(5단지),84.99,19,42000
경기도 하남시 덕풍동,한솔리치빌(5단지),84.99,3,39800
경기도 하남시 덕풍동,한솔리치빌(5단지),84.99,10,39800
경기도 하남시 망월동,미사강변 골든 센트로,59.59,21,67800
경기도 하남시 망월동,미사강변 골든 센트로,59.96,6,65000
경기도 하남시 망월동,미사강변 골든 센트로,59.6,11,67500
경기도 하남시 망월동,미사강변 골든 센트로,59.96,5,65500
경기도 하남시 망월동,미사강변 골든 센트로,74.96,14,75000
경기도 하남시 망월동,미사강변 골든 센트로,84.82,17,78000
경기도 하남시 망월동,미사강변 골든 센트로,59.96,23,70000
경기도 하남시 망월동,미사강변 골든 센트로,59.59,6,68500
경기도 하남시 망월동,미사강변 골든 센트로,84.82,23,76300
경기도 하남시 망월동,미사강변 골든 센트로,59.8,18,69700
경기도 하남시 망월동,미사강변도시18단지,74.86,5,65300
경기도 하남시 망월동,미사강변도시18단지,74.93,17,70000
경기도 하남시 망월동,미사강변도시18단지,84.96,19,70000
경기도 하남시 망월동,미사강변도시18단지,84.67,15,73000
경기도 하남시 망월동,미사강변도시18단지,84.67,8,73000
경기도 하남시 망월동,미사강변도시18단지,84.67,6,70000
경기도 하남시 망월동,미사강변도시18단지,84.67,8,72400
경기도 하남시 망월동,미사강변도시18단지,84.85,14,72800
경기도 하남시 망월동,미사강변도시19단지,84.67,11,70000
경기도 하남시 망월동,미사강변도시19단지,84.96,21,70000
경기도 하남시 망월동,미사강변도시19단지,84.98,9,74500
경기도 하남시 망월동,미사강변도시8단지,59.79,2,56200
경기도 하남시 망월동,미사강변도시8단지,59.79,5,59500
경기도 하남시 망월동,미사강변도시8단지,59.79,17,59000
경기도 하남시 망월동,미사강변도시8단지,51.73,3,49000
경기도 하남시 망월동,미사강변도시8단지,74.98,24,66000
경기도 하남시 망월동,미사강변도시8단지,84.94,13,70000
경기도 하남시 망월동,미사강변도시8단지,84.89,10,68500
경기도 하남시 망월동,미사강변루나리움,59.88,7,59300
경기도 하남시 망월동,미사강변루나리움,59.88,20,59000
경기도 하남시 망월동,미사강변루나리움,84.99,12,69200
경기도 하남시 망월동,미사강변루나리움,59.88,10,59600
경기도 하남시 망월동,미사강변루나리움,74.8,27,65000
경기도 하남시 망월동,미사강변루나리움,59.88,8,60000
경기도 하남시 망월동,미사강변루나리움,74.8,27,66000
경기도 하남시 망월동,미사강변루나리움,74.8,12,66500
경기도 하남시 망월동,미사강변루나리움,74.8,12,63000
경기도 하남시 망월동,미사강변루나리움,84.99,25,69500
경기도 하남시 망월동,미사강변파밀리에,84.85,18,73000
경기도 하남시 망월동,미사강변파밀리에,59.96,8,64000
경기도 하남시 망월동,미사강변파밀리에,59.91,6,61800
경기도 하남시 망월동,미사강변파밀리에,59.96,4,59500
경기도 하남시 망월동,미사강변파밀리에,74.8,24,72000
경기도 하남시 망월동,미사강변푸르지오,84.9949,13,83000
경기도 하남시 망월동,미사강변푸르지오,84.9852,12,88000
경기도 하남시 망월동,미사강변푸르지오,84.9949,25,83000
경기도 하남시 망월동,미사강변푸르지오,84.9949,18,81000
경기도 하남시 망월동,미사강변푸르지오,84.9949,18,81500
경기도 하남시 망월동,미사강변한신휴플러스,74.61,7,56000
경기도 하남시 망월동,미사강변한신휴플러스,84.98,8,63700
경기도 하남시 망월동,미사강변한신휴플러스,74.61,16,60000
경기도 하남시 망월동,미사강변한신휴플러스,84.98,17,65000
경기도 하남시 망월동,미사강변한신휴플러스,74.61,4,56000
경기도 하남시 망월동,미사강변한신휴플러스,84.96,1,59000
경기도 하남시 망월동,미사강변한신휴플러스,74.61,9,60000
경기도 하남시 망월동,미사강변한신휴플러스,84.72,3,60000
경기도 하남시 선동,미사강변 센트리버,84.89,21,69500
경기도 하남시 선동,미사강변 센트리버,59.76,12,58000
경기도 하남시 선동,미사강변 센트리버,59.91,16,57500
경기도 하남시 선동,미사강변 센트리버,74.91,16,63000
경기도 하남시 선동,미사강변 센트리버,84.89,15,70000
경기도 하남시 선동,미사강변 센트리버,59.98,18,58000
경기도 하남시 선동,미사강변 센트리버,59.98,9,57300
경기도 하남시 선동,미사강변 센트리버,59.8,14,58000
경기도 하남시 선동,미사강변 센트리버,74.91,2,61500
경기도 하남시 선동,미사강변 센트리버,84.89,13,69000
경기도 하남시 선동,미사강변 센트리버,84.93,21,68000
경기도 하남시 선동,미사강변 센트리버,59.91,11,58000
경기도 하남시 선동,미사강변 센트리버,59.91,15,57500
경기도 하남시 선동,미사강변 센트리버,84.89,26,70000
경기도 하남시 선동,미사강변 센트리버,84.89,16,69500
경기도 하남시 선동,미사강변 센트리버,59.91,14,59900
경기도 하남시 선동,미사강변 센트리버,59.8,8,58500
경기도 하남시 선동,미사강변 센트리버,84.89,23,69700
경기도 하남시 선동,미사강변 센트리버,59.98,12,60000
경기도 하남시 선동,미사강변 센트리버,84.94,10,69500
경기도 하남시 선동,미사강변2차푸르지오,101.8919,3,84500
경기도 하남시 선동,미사강변2차푸르지오,93.9493,7,80000
경기도 하남시 선동,미사강변2차푸르지오,101.8919,12,87000
경기도 하남시 선동,미사강변2차푸르지오,101.818,28,90000
경기도 하남시 선동,미사강변2차푸르지오,101.818,8,92500
경기도 하남시 선동,미사강변2차푸르지오,101.8919,12,95000
경기도 하남시 선동,미사강변더샵리버포레,89.92,9,84000
경기도 하남시 선동,미사강변더샵리버포레,89.92,26,83500
경기도 하남시 선동,미사강변더샵리버포레,98.96,24,93000
경기도 하남시 선동,미사강변더샵리버포레,89.92,9,84800
경기도 하남시 선동,미사강변도시2단지,84.86,6,61500
경기도 하남시 선동,미사강변도시2단지,74.85,8,60000
경기도 하남시 선동,미사강변도시2단지,74.85,9,59800
경기도 하남시 선동,미사강변도시2단지,74.85,10,61800
경기도 하남시 선동,미사강변도시2단지,74.85,7,60000
경기도 하남시 선동,미사강변도시9단지,84.89,13,64000
경기도 하남시 선동,미사강변도시9단지,84.97,1,60000
경기도 하남시 선동,미사강변도시9단지,74.95,6,60000
경기도 하남시 선동,미사강변도시9단지,84.89,11,66800
경기도 하남시 선동,미사강변도시9단지,84.97,4,61000
경기도 하남시 선동,미사강변리버뷰자이,91.6405,14,83500
경기도 하남시 선동,미사강변리버뷰자이,91.6405,16,75500
