지역,아파트,면적,층,가격
경기도 하남시 신장동,그린나래,59.88,9,32900
경기도 하남시 신장동,대명강변타운,68.07,6,50000
경기도 하남시 신장동,대명강변타운,84.83,11,59000
경기도 하남시 신장동,대명강변타운,68.07,6,50000
경기도 하남시 신장동,대명강변타운,84.83,9,58200
경기도 하남시 신장동,대명강변타운,84.83,10,56000
경기도 하남시 신장동,대명강변타운,84.83,19,58500
경기도 하남시 신장동,더우개마을동일,84.87,17,45500
경기도 하남시 신장동,더우개마을동일,84.87,14,45650
경기도 하남시 신장동,더우개마을동일,84.87,18,46500
경기도 하남시 신장동,백송한신,49.98,10,28000
경기도 하남시 신장동,백송한신,49.98,9,28400
경기도 하남시 신장동,백송한신,49.98,4,27250
경기도 하남시 신장동,백조현대,49.98,6,28800
경기도 하남시 신장동,백조현대,49.98,4,30500
경기도 하남시 신장동,백조현대,49.98,20,30000
경기도 하남시 신장동,백조현대,49.98,10,31000
경기도 하남시 신장동,백조현대,49.98,14,29000
경기도 하남시 신장동,백조현대,49.98,5,28700
경기도 하남시 신장동,백조현대,49.98,16,30700
경기도 하남시 신장동,백조현대,49.98,20,30800
경기도 하남시 신장동,백조현대,49.98,1,27000
경기도 하남시 신장동,백조현대,49.98,10,31000
경기도 하남시 신장동,백조현대,49.98,13,30800
경기도 하남시 신장동,백조현대,49.98,14,30700
경기도 하남시 신장동,성원상떼빌,20.13,17,8950
경기도 하남시 신장동,성원상떼빌,35.1,6,15300
경기도 하남시 신장동,에코타운(A블럭),57.41,13,42900
경기도 하남시 신장동,에코타운(A블럭),57.41,20,42500
경기도 하남시 신장동,에코타운(A블럭),57.41,15,35500
경기도 하남시 신장동,에코타운(C블럭),98.61,15,58000
경기도 하남시 신장동,에코타운(C블럭),124.19,21,62500
경기도 하남시 신장동,하남비둘기한국,59.91,17,38800
경기도 하남시 신장동,하남비둘기한국,59.91,13,38400
경기도 하남시 신장동,하남비둘기한국,44.55,15,26300
경기도 하남시 신장동,하남비둘기한국,59.91,3,38800
경기도 하남시 신장동,하남비둘기한국,59.91,19,37500
경기도 하남시 신장동,하남유니온시티에일린의뜰,74.99,7,65000
경기도 하남시 신장동,하남유니온시티에일린의뜰,84.99,14,76000
경기도 하남시 신장동,하남유니온시티에일린의뜰,74.99,6,66300
경기도 하남시 신장동,하남유시티대명루첸리버파크,74.34,18,65000
경기도 하남시 신장동,하남유시티대명루첸리버파크,74.38,19,65000
경기도 하남시 신장동,하남유시티대명루첸리버파크,74.34,22,68000
경기도 하남시 신장동,현대홈타운,56.3929,1,28000
경기도 하남시 창우동,꿈동산신안,84.89,12,46000
경기도 하남시 창우동,꿈동산신안,84.965,17,47300
경기도 하남시 창우동,꿈동산신안,84.89,5,46700
경기도 하남시 창우동,꿈동산신안,84.965,17,46000
경기도 하남시 창우동,꿈동산신안,84.965,16,48000
경기도 하남시 창우동,꿈동산신안,84.965,6,46000
경기도 하남시 창우동,부영,59.97,14,40800
경기도 하남시 창우동,부영,49.58,8,32000
경기도 하남시 창우동,부영,49.58,6,33000
경기도 하남시 창우동,부영,59.97,1,37000
경기도 하남시 창우동,부영,49.58,7,33000
경기도 하남시 창우동,은행,135,14,59900
경기도 하남시 창우동,은행,101.99,6,58000
경기도 하남시 창우동,은행,102,7,56000
경기도 하남시 풍산동,미사강변더샵센트럴포레,101.819,27,97750
경기도 하남시 풍산동,미사강변동원로얄듀크,74.7041,10,65500
경기도 하남시 풍산동,미사강변동원로얄듀크,84.3852,24,73200
경기도 하남시 풍산동,미사강변동원로얄듀크,84.3852,4,71500
경기도 하남시 풍산동,미사강변동원로얄듀크,74.7041,26,68000
경기도 하남시 풍산동,미사강변동원로얄듀크,84.3852,19,71700
경기도 하남시 풍산동,미사강변센트럴자이,96.3851,25,101000
경기도 하남시 풍산동,미사강변센트럴자이,96.3851,4,93000
경기도 하남시 풍산동,미사강변센트럴자이,91.4459,22,89800
경기도 하남시 풍산동,미사강변센트럴자이,96.9876,16,97000
경기도 하남시 풍산동,미사강변센트럴자이,96.9876,9,94000
경기도 하남시 풍산동,미사강변센트럴자이,96.9876,16,96800
경기도 하남시 풍산동,하남힐즈파크푸르지오 2단지,84.8254,15,60000
경기도 하남시 학암동,위례그린파크 푸르지오,101.9848,13,105000
경기도 하남시 학암동,위례그린파크 푸르지오,101.9378,15,116500
경기도 하남시 학암동,위례롯데캐슬,84.98,12,94800
경기도 하남시 학암동,위례롯데캐슬,75.48,21,89800
경기도 하남시 학암동,위례롯데캐슬,84.98,11,98000
경기도 하남시 학암동,위례롯데캐슬,75.48,13,90000
경기도 하남시 학암동,위례롯데캐슬,84.98,6,93800
경기도 하남시 학암동,위례롯데캐슬,75.48,6,89700
경기도 하남시 학암동,위례롯데캐슬,84.98,15,94000
경기도 하남시 학암동,위례롯데캐슬,84.98,21,94500
경기도 하남시 학암동,위례롯데캐슬,75.48,16,90000
경기도 하남시 학암동,위례신도시 엠코타운 플로리체,95.987,11,116000
경기도 하남시 학암동,위례신도시신안인스빌아스트로,96.943,21,120000
경기도 하남시 학암동,위례신도시신안인스빌아스트로,96.943,19,119500
경기도 하남시 학암동,위례신도시신안인스빌아스트로,96.994,2,117900
경기도 화성시 기산동,삼성래미안1차,84.987,11,18950
경기도 화성시 기산동,에스케이뷰파크2차,84.9675,5,36300
경기도 화성시 기산동,에스케이뷰파크2차,59.9889,22,32300
경기도 화성시 기산동,에스케이뷰파크2차,84.9675,20,39000
경기도 화성시 기산동,에스케이뷰파크2차,84.9675,8,38600
경기도 화성시 기산동,에스케이뷰파크2차,59.9901,7,31300
경기도 화성시 기산동,에스케이뷰파크2차,59.9901,16,33500
경기도 화성시 기산동,에스케이뷰파크2차,59.9889,11,31800
경기도 화성시 기산동,에스케이뷰파크2차,84.9815,13,39200
경기도 화성시 기산동,행복마을울트라참누리1단지,59.911,1,16400
경기도 화성시 기산동,행복마을울트라참누리1단지,84.914,13,22400
경기도 화성시 기산동,행복마을울트라참누리1단지,59.911,14,22400
경기도 화성시 기산동,행복마을울트라참누리1단지,84.914,5,21900
경기도 화성시 기산동,행복마을울트라참누리1단지,59.911,11,18000
경기도 화성시 기산동,행복마을울트라참누리1단지,84.914,7,21600
경기도 화성시 기산동,행복마을울트라참누리2단지,84.914,14,22500
경기도 화성시 기산동,화성태안푸르지오,84.9259,4,19800
경기도 화성시 기산동,화성태안푸르지오,84.9259,10,20000
경기도 화성시 기안동,광도와이드빌,59.7118,3,15000
경기도 화성시 기안동,기안마을풍성신미주,84.8008,1,18000
경기도 화성시 기안동,신일해피트리,84.9745,3,18300
경기도 화성시 기안동,신일해피트리,84.9745,8,19000
경기도 화성시 기안동,우림그린빌리지,83.39,13,15900
경기도 화성시 기안동,파인팰리스,84.9967,10,16500
경기도 화성시 기안동,평생플러스빌,83.9252,9,17200
경기도 화성시 남양읍 남양리,남양우림,59.301,6,11600
경기도 화성시 남양읍 남양리,남양우림,59.171,11,11950
경기도 화성시 남양읍 남양리,남양우림,59.301,5,11750
경기도 화성시 남양읍 남양리,남양우림,59.301,6,11500
경기도 화성시 남양읍 남양리,대광파인밸리,84.96,10,17700
경기도 화성시 남양읍 남양리,대광파인밸리,84.96,9,18000
경기도 화성시 남양읍 남양리,대광파인밸리,59.65,5,14400
경기도 화성시 남양읍 남양리,대광파인밸리,59.65,15,15300
경기도 화성시 남양읍 남양리,대광파인밸리,84.96,3,18000
경기도 화성시 남양읍 남양리,대광파인밸리,59.65,5,14250
경기도 화성시 남양읍 남양리,대광파인밸리,84.96,5,17600
경기도 화성시 남양읍 남양리,대광파인밸리,59.65,13,13850
경기도 화성시 남양읍 남양리,대광파인밸리,59.65,12,14400
경기도 화성시 남양읍 남양리,시티프라디움1차아파트,84.9938,6,29000
경기도 화성시 남양읍 남양리,시화아파트,84.96,2,12500
경기도 화성시 남양읍 남양리,푸르뫼금강에스쁘아,82.692,4,14500
경기도 화성시 남양읍 남양리,푸르뫼금강에스쁘아,82.692,6,15400
경기도 화성시 남양읍 남양리,푸르뫼금강에스쁘아,82.692,5,14800
경기도 화성시 남양읍 무송리,금광포란재,81.1484,4,14500
경기도 화성시 남양읍 신남리,기산베스트빌,84.9856,8,19000
경기도 화성시 남양읍 신남리,대광파인밸리골드,84.305,6,16600
경기도 화성시 남양읍 신남리,대광파인밸리골드,84.305,9,16200
경기도 화성시 남양읍 신남리,대광파인밸리골드,84.305,3,16000
경기도 화성시 능동,능동마을 이지더원,78.2912,5,31500
경기도 화성시 능동,능동마을 이지더원,83.5573,8,32100
경기도 화성시 능동,능동마을 이지더원,78.2912,1,28500
경기도 화성시 능동,능동마을 이지더원,78.2912,6,30000
경기도 화성시 능동,능동마을 이지더원,83.5573,12,31000
경기도 화성시 능동,동탄숲속마을 광명메이루즈,84.23,9,34000
경기도 화성시 능동,동탄숲속마을 광명메이루즈,84.496,8,32000
경기도 화성시 능동,동탄숲속마을 광명메이루즈,84.496,2,31200
경기도 화성시 능동,동탄숲속마을 광명메이루즈,84.23,15,33500
경기도 화성시 능동,동탄숲속마을 광명메이루즈,84.23,12,32250
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,59.37,10,28400
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,60.49,22,26000
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,60.49,20,28300
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,60.49,3,25000
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,84.96,13,37200
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,59.37,11,28300
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,60.49,7,25500
경기도 화성시 능동,동탄숲속마을 모아미래도1단지,84.96,23,35000
경기도 화성시 능동,동탄숲속마을 풍성신미주,90.0519,19,28900
경기도 화성시 능동,동탄숲속마을모아미래도2단지,100.92,3,29850
경기도 화성시 능동,동탄숲속마을모아미래도2단지,101.23,22,32500
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.5,4,29000
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.51,5,29350
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.51,4,28800
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),84.55,16,34400
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.5,9,30000
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.51,4,28500
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),84.51,7,32700
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1115-0),76.51,15,30000
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1124-0),84.51,6,31500
경기도 화성시 능동,동탄숲속마을자연앤경남아너스빌(1124-0),76.51,19,31000
경기도 화성시 능동,동탄푸른마을신일해피트리,59.87,2,22400
경기도 화성시 능동,동탄푸른마을신일해피트리,59.05,9,22900
경기도 화성시 능동,동탄푸른마을신일해피트리,83.21,12,28300
경기도 화성시 능동,동탄푸른마을신일해피트리,59.87,6,24000
경기도 화성시 능동,동탄푸른마을신일해피트리,59.87,1,22000
경기도 화성시 능동,동탄푸른마을신일해피트리,59.87,13,24000
경기도 화성시 능동,동탄푸른마을신일해피트리,59.96,6,22900
경기도 화성시 능동,동탄푸른마을신일해피트리,59.87,11,24500
경기도 화성시 능동,동탄푸른마을신일해피트리,59.05,18,22200
경기도 화성시 능동,동탄푸른마을신일해피트리,84.88,12,28500
경기도 화성시 능동,서동탄역 우남퍼스트빌 아파트,84.2119,18,20200
경기도 화성시 능동,서동탄역 우남퍼스트빌 아파트,84.2119,3,20000
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,3,20100
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,9,20900
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,7,20700
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,5,21700
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,8,22000
경기도 화성시 능동,서동탄역 우남퍼스트빌아파트,84.2119,7,20000
경기도 화성시 능동,서동탄역파크자이,76.9706,8,33400
경기도 화성시 능동,서동탄역파크자이,100.5303,6,40700
경기도 화성시 능동,서동탄역파크자이,84.976,15,36000
경기도 화성시 능동,서동탄역파크자이,84.976,11,37000
경기도 화성시 능동,서동탄역파크자이,84.976,1,35800
경기도 화성시 능동,서동탄역파크자이2차,84.976,8,36500
경기도 화성시 능동,자연앤데시앙,84.84,8,30600
경기도 화성시 능동,자연앤데시앙,84.57,6,30500
경기도 화성시 능동,자연앤데시앙,84.84,18,30700
경기도 화성시 능동,자연앤데시앙,74.6,25,27300
경기도 화성시 능동,자연앤데시앙,59.52,13,24600
경기도 화성시 능동,자연앤데시앙,59.52,11,25000
경기도 화성시 능동,자연앤데시앙,84.94,13,31000
